ಹೊಮ್ಮರ,ೊಮ್ಮರ
ಹರಡುತ್ತಿದೆ,ರಡುತ್ತಿದೆ
ಹನ್ನೆರಡನೆಯದು,,ನ್ನೆರಡನೆಯದು,
ಹಿಡಿತರ್,ಿಡಿತರ್
ಹುಲಿಸಿ,ುಲಿಸಿ
ಹೊಣೆಯರಿತ,ೊಣೆಯರಿತ
ಹೋದನು,ೋದನು
ಹೆಣ್ಡಕುಡಿಯದವನು,ೆಣ್ಡಕುಡಿಯದವನು
ಹೂಹೊರೆ,ೂಹೊರೆ
ಹೊಂದಾಣಿಕೆಯಿರುವ,ೊಂದಾಣಿಕೆಯಿರುವ
ಹಂಸಾಶ್ವಗಳು,ಂಸಾಶ್ವಗಳು
ಹಿಡಿಗೂಳು,ಿಡಿಗೂಳು
ಹಸ್ತಗುಣಗಳು,ಸ್ತಗುಣಗಳು
ಹೆಬ್ಬಸುರಿ,ೆಬ್ಬಸುರಿ
ಹಿತ್ತಾಳೆಗಾರರು,ಿತ್ತಾಳೆಗಾರರು
ಹನ್ದದಿರುವಿಕೆ,ನ್ದದಿರುವಿಕೆ
ಹರಿಯಿತು,ರಿಯಿತು
ಹಾಗಿದ್ದರೆ,ಾಗಿದ್ದರೆ
ಹಬ್ಬಿದುದು,ಬ್ಬಿದುದು
ಹತೋಟಿ,ತೋಟಿ
ಹಿಂತೆ,ಿಂತೆ
ಹೊರಳಿ,ೊರಳಿ
ಹೊಕ್ಕುಳಲ್ಲಿಯ,ೊಕ್ಕುಳಲ್ಲಿಯ
ಹಾಳಮ್ಬಡು,ಾಳಮ್ಬಡು
ಹುಟ್ಟಿನಿನ್ದ,ುಟ್ಟಿನಿನ್ದ
ಹೋಳಿಗಳು,ೋಳಿಗಳು
ಹಸಿಶುಂಠಿ,ಸಿಶುಂಠಿ
ಹನುಮಂತನಿಗೆ,ನುಮಂತನಿಗೆ
ಹಾಯಿಸಿ,,ಾಯಿಸಿ,
ಹೊರಳಿಗಳು,ೊರಳಿಗಳು
ಹೆಮ್ಮಾತು,ೆಮ್ಮಾತು
ಹೊಯ್ಲುಗಳು,ೊಯ್ಲುಗಳು
ಹೊಞ್ಚುಹಾಕು,ೊಞ್ಚುಹಾಕು
ಹೊಲಸುವಾಸನೆಗಳು,ೊಲಸುವಾಸನೆಗಳು
ಹಸುಳೆಗಾಯ್,ಸುಳೆಗಾಯ್
ಹೂಡುವಿಕೆ,ೂಡುವಿಕೆ
ಹತಾಶೆಗಳು,ತಾಶೆಗಳು
ಹರಾಜಿನಲ್ಲಿ,ರಾಜಿನಲ್ಲಿ
ಹೆಪ್ಪು,ೆಪ್ಪು
ಹುಚ್ಚುದಯ್ರ್ಯ,ುಚ್ಚುದಯ್ರ್ಯ
ಹೊಂಗುತ್ತಗೆ,ೊಂಗುತ್ತಗೆ
ಹಣನೀಡು,ಣನೀಡು
ಹೆಬ್ಬಾವಿನ,ೆಬ್ಬಾವಿನ
ಹಿಂದೂಗಳು,ಿಂದೂಗಳು
ಹೆಣ್ಡತ್ತಿ,ೆಣ್ಡತ್ತಿ
ಹೆಚ್ಚುವಂತೆ,ೆಚ್ಚುವಂತೆ
ಹರಿಮುಖ,ರಿಮುಖ
ಹೊರಳುಗುಣ್ಡುಗಳು,ೊರಳುಗುಣ್ಡುಗಳು
ಹಾಕ,ಾಕ
ಹಿನ್ದುಗಡೆಗೆ,ಿನ್ದುಗಡೆಗೆ
ಹೊರನಯ,ೊರನಯ
ಹೆಸರುವಾಸಿಗಳು,ೆಸರುವಾಸಿಗಳು
ಹೆಣ್ಣುಹುಲಿಗಳು,ೆಣ್ಣುಹುಲಿಗಳು
ಹಂಚು,ಂಚು
ಹುಡುಕುವಿಕೆ,ುಡುಕುವಿಕೆ
ಹೇಟಿ,ೇಟಿ
ಹೆದೆಗೆ,ೆದೆಗೆ
ಹಾರುತ್ತಿರುವ,ಾರುತ್ತಿರುವ
ಹೊಳಲಿಗರು,ೊಳಲಿಗರು
ಹಂದಿಗೀರಗಳು,ಂದಿಗೀರಗಳು
ಹೇಮಲೋಚನರು,ೇಮಲೋಚನರು
ಹತ್ತಿಯಿಂದ,ತ್ತಿಯಿಂದ
ಹನ್ದಿಮೀನು,ನ್ದಿಮೀನು
ಹುಟ್ಟಿಸಿ,ುಟ್ಟಿಸಿ
ಹಂಚಿನ,ಂಚಿನ
ಹುಲುಗಾಣ್,ುಲುಗಾಣ್
ಹಮ್ಬುಗಳು,ಮ್ಬುಗಳು
ಹುಚ್ಚುದೈರ್ಯ,ುಚ್ಚುದೈರ್ಯ
ಹಂಡೆ,ಂಡೆ
ಹೂನೀರು,ೂನೀರು
ಹೆಗ್ಗುರಿ,ೆಗ್ಗುರಿ
ಹೊಲದ,ೊಲದ
ಹೊಗಳುಹಾಡು,ೊಗಳುಹಾಡು
ಹೊಙ್ಗೆಯ,ೊಙ್ಗೆಯ
ಹೊಲವೆರೆ,ೊಲವೆರೆ
ಹಿಳ್ಳಿಯೊಡೆ,ಿಳ್ಳಿಯೊಡೆ
ಹೆಸರುವಾಸಿಯಾದವನು,ೆಸರುವಾಸಿಯಾದವನು
ಹಾಲ್ರಸಕಣಕೊರೆ,ಾಲ್ರಸಕಣಕೊರೆ
ಹಲಂಬರ್,ಲಂಬರ್
ಹಾಸಿಗೆಯನ್ನಾಗಿ,ಾಸಿಗೆಯನ್ನಾಗಿ
ಹೋಲಿಕೆಯುಳ್ಳ,ೋಲಿಕೆಯುಳ್ಳ
ಹರಿಪತಿಗಳು,ರಿಪತಿಗಳು
ಹಗರಣಿಸು,ಗರಣಿಸು
ಹಿಡಿತಿಂಬಗಳು,ಿಡಿತಿಂಬಗಳು
ಹೊಗರಿಣ್ಡೆಗಳು,ೊಗರಿಣ್ಡೆಗಳು
ಹುಚ್ಚಮ್ಮ,ುಚ್ಚಮ್ಮ
ಹೆರ್,ೆರ್
ಹೆಂಡವಿರುವ,ೆಂಡವಿರುವ
ಹೊರಜಗತ್ತುಬಗೆಯ,ೊರಜಗತ್ತುಬಗೆಯ
ಹಾಲಕ್ಕಿ,ಾಲಕ್ಕಿ
ಹದ್ದುಮೀರಿ,ದ್ದುಮೀರಿ
ಹೊಂದುವೆನೆಂಬ,ೊಂದುವೆನೆಂಬ
ಹೊರಸುರಿತ,ೊರಸುರಿತ
ಹಿಡಿತಿಂಬ,ಿಡಿತಿಂಬ
ಹನ್ದಿಗೀರನ,ನ್ದಿಗೀರನ
ಹೊಲದಾಳುಗಳು,ೊಲದಾಳುಗಳು
ಹುಟ್ಟುವವನು,ುಟ್ಟುವವನು
ಹೊಟ್ಟೆಕಿಚ್ಚು,ೊಟ್ಟೆಕಿಚ್ಚು
ಹೆಣಗಂಪು,ೆಣಗಂಪು
ಹಿಗ್ಗುಗೆ,ಿಗ್ಗುಗೆ
ಹಾಲುಬಾಯಿ,ಾಲುಬಾಯಿ
ಹೊಗೆಪೆಟ್ಟಿಗೆ,ೊಗೆಪೆಟ್ಟಿಗೆ
ಹುರುಕಲುಗಳು,ುರುಕಲುಗಳು
ಹೆಣ್ಣೊಡಲರಿಮೆ,ೆಣ್ಣೊಡಲರಿಮೆ
ಹುಡುಕಲು,ುಡುಕಲು
ಹೊಗರಮ್ಬುಗಳು,ೊಗರಮ್ಬುಗಳು
ಹೇಟೆ,ೇಟೆ
ಹರಿಸಕ,ರಿಸಕ
ಹಾನಿ,ಾನಿ
ಹೆಳವನಾದ,ೆಳವನಾದ
ಹರಿಸುಣ್ಡಲುಗಳು,ರಿಸುಣ್ಡಲುಗಳು
ಹೊಯ್ಗಾಳಿಗೆ,ೊಯ್ಗಾಳಿಗೆ
ಹೊಳಲಿಡುವ,ೊಳಲಿಡುವ
ಹೊಡೆದಿ,ೊಡೆದಿ
ಹಿಡಿಕೆಯುಳ್ಳ,ಿಡಿಕೆಯುಳ್ಳ
ಹಸಾದಗಳು,ಸಾದಗಳು
ಹುಡುಗಿಯರು,ುಡುಗಿಯರು
ಹಣಪೆಟ್ಟಿಗೆಗಳು,ಣಪೆಟ್ಟಿಗೆಗಳು
ಹಸ್ತಪ್ರಸಾಧನಗಳು,ಸ್ತಪ್ರಸಾಧನಗಳು
ಹೃಸ್ಥ,ೃಸ್ಥ
ಹೊಮ್ಬೆಸರುಗಳು,ೊಮ್ಬೆಸರುಗಳು
ಹೇಳಬಹುದು.,ೇಳಬಹುದು.
ಹಿತವಾಗಿರುವ,ಿತವಾಗಿರುವ
ಹುಯಿಲಿ,ುಯಿಲಿ
ಹಾಡುಗಳ,ಾಡುಗಳ
ಹೊಂದಿದ,,ೊಂದಿದ,
ಹಾರುಗಣೆ,ಾರುಗಣೆ
ಹೇರಾಳುಗಳು,ೇರಾಳುಗಳು
ಹೇಮ,ೇಮ
ಹತ್ತಿರವಲ್ಲದುದು,ತ್ತಿರವಲ್ಲದುದು
ಹೊಗಳ,ೊಗಳ
ಹಾಲುಬೆಳ್ಳಿ,ಾಲುಬೆಳ್ಳಿ
ಹಲುದಿನ್,ಲುದಿನ್
ಹಿಟ್ಟುಂಗುಟ್ಟು,ಿಟ್ಟುಂಗುಟ್ಟು
ಹೇಮಮು,ೇಮಮು
ಹುಳಿಯ,ುಳಿಯ
ಹುಲುಮೊರಡಿ,ುಲುಮೊರಡಿ
ಹನಿವೆಳ್ಳ,ನಿವೆಳ್ಳ
ಹೊರಗೀಲಿ,ೊರಗೀಲಿ
ಹೇಸು,ೇಸು
ಹೆಡೆ,ೆಡೆ
ಹೊರಬಾಗದ,ೊರಬಾಗದ
ಹಿನ್ದೂಡು,ಿನ್ದೂಡು
ಹೊಗರಾನ್,ೊಗರಾನ್
ಹು.ದಿನಾಂಕ,ು.ದಿನಾಂಕ
ಹತಪ್ರತಿಜ್ಞ,ತಪ್ರತಿಜ್ಞ
ಹುದುಗಿದ,ುದುಗಿದ
ಹುಳುಗಳು,ುಳುಗಳು
ಹಾವಬಾವಗಳು,ಾವಬಾವಗಳು
ಹಾಕುವವಳು,ಾಕುವವಳು
ಹಿನ್ನೆತ್ತುಗೆ,ಿನ್ನೆತ್ತುಗೆ
ಹಿಂಬಾಗ,ಿಂಬಾಗ
ಹಗ,ಗ
ಹಿಂದಿನದು,ಿಂದಿನದು
ಹಿಡಿತದ,ಿಡಿತದ
ಹಿರಣ್ಯಗಳು,ಿರಣ್ಯಗಳು
ಹೆಬ್ಬಯಕೆ,ೆಬ್ಬಯಕೆ
ಹೊಲದಲ್ಲಿ,ೊಲದಲ್ಲಿ
ಹುಟ್ಟುಗುಣದ,ುಟ್ಟುಗುಣದ
ಹುಲಿದೊವಲುಗಳು,ುಲಿದೊವಲುಗಳು
ಹೋರಟೆಗಳು,ೋರಟೆಗಳು
ಹೆಣ್ಣು,,ೆಣ್ಣು,
ಹುಯಿಲುತಮಟೆ,ುಯಿಲುತಮಟೆ
ಹುರಿಬಿಡು,ುರಿಬಿಡು
ಹೊನ್ದಿದವನು,ೊನ್ದಿದವನು
ಹಾಲುಂಡೆ,ಾಲುಂಡೆ
ಹೆಸರುಗಳಿನ್ದ,ೆಸರುಗಳಿನ್ದ
ಹೆದರುಪುಕ್ಕ,ೆದರುಪುಕ್ಕ
ಹಿಮ್ಮೆಟ್ಟಿ,ಿಮ್ಮೆಟ್ಟಿ
ಹೂಡುವಂತದು,ೂಡುವಂತದು
ಹತ್ಯಾಕಾಣ್ಡ,ತ್ಯಾಕಾಣ್ಡ
ಹಾಲುಗುಮ್ಬಳಗಳು,ಾಲುಗುಮ್ಬಳಗಳು
ಹೊಂಬೆಸರು,ೊಂಬೆಸರು
ಹೊಗೆಯಾಡುವಂತೆ,ೊಗೆಯಾಡುವಂತೆ
ಹೂವೃಷ್ಟಿ,ೂವೃಷ್ಟಿ
ಹೊಡಮಡಿಕೆ,ೊಡಮಡಿಕೆ
ಹೊನ್ದಿಕೆಯಿಲ್ಲದಿರುವಿಕೆಗಳು,ೊನ್ದಿಕೆಯಿಲ್ಲದಿರುವಿಕೆಗಳು
ಹೆದರಿಯಿಲ್ಲದುದು,ೆದರಿಯಿಲ್ಲದುದು
ಹಿಡಿಯಿರುವ,ಿಡಿಯಿರುವ
ಹಳ್ಳಿಬಾಳ್ವೆ,ಳ್ಳಿಬಾಳ್ವೆ
ಹುಟ್ಟಿದನ್ದಿನಿನ್ದ,ುಟ್ಟಿದನ್ದಿನಿನ್ದ
ಹಿನ್ನೆಲೆಯಲ್ಲಿರುವ,ಿನ್ನೆಲೆಯಲ್ಲಿರುವ
ಹೊರಚಿಮ್ಮು,ೊರಚಿಮ್ಮು
ಹೇಳಿಬಿಡು,ೇಳಿಬಿಡು
ಹುಣಸೆಗಳು,ುಣಸೆಗಳು
ಹಂದೊಗಲ್,ಂದೊಗಲ್
ಹೊರಬಾಳಿಗ,ೊರಬಾಳಿಗ
ಹಿಳ್ಳೆಗಳು,ಿಳ್ಳೆಗಳು
ಹಂಗಿಗೆಗಳು,ಂಗಿಗೆಗಳು
ಹಿಂದಿಡುವಿಕೆಗಳು,ಿಂದಿಡುವಿಕೆಗಳು
ಹನ್ದಿಕೊಬ್ಬು,ನ್ದಿಕೊಬ್ಬು
ಹುಳಿಹಿಡಿಸು,ುಳಿಹಿಡಿಸು
ಹೊಸನ್ತಿಲುಗಳು,ೊಸನ್ತಿಲುಗಳು
ಹಲ್ಲುಗೂಡು,ಲ್ಲುಗೂಡು
ಹತ್ತುಗೆ,ತ್ತುಗೆ
ಹೀನಂದತಮಸು,ೀನಂದತಮಸು
ಹಿಂಡುವ,ಿಂಡುವ
ಹರಗಲು,ರಗಲು
ಹೂಡುವುದಕ್ಕೆ,ೂಡುವುದಕ್ಕೆ
ಹರಣದಲ್ಲಿ,ರಣದಲ್ಲಿ
ಹಲಗೆಯಂಥ,ಲಗೆಯಂಥ
ಹೆಣ್ಣೊಡಲರಿಮೆಗಳು,ೆಣ್ಣೊಡಲರಿಮೆಗಳು
ಹಿಂದಣ,ಿಂದಣ
ಹೊಸಸಕ್ಕರೆ,ೊಸಸಕ್ಕರೆ
ಹೊಕ್ಕುಬಳಕೆಗಳು,ೊಕ್ಕುಬಳಕೆಗಳು
ಹಿಂತೆಗೆದುಕೊ,ಿಂತೆಗೆದುಕೊ
ಹೊನ್ದೇರುಗಳು,ೊನ್ದೇರುಗಳು
ಹುಟ್ಟಳವುಗ,ುಟ್ಟಳವುಗ
ಹೊಕ್ಕವನು,ೊಕ್ಕವನು
ಹಞ್ಚು,ಞ್ಚು
ಹಾಸ್ಯಪದ್ಯ,ಾಸ್ಯಪದ್ಯ
ಹುಳಿರುಚಿಗಾಗಿ,ುಳಿರುಚಿಗಾಗಿ
ಹಾಲುಕುಂಬಳ,ಾಲುಕುಂಬಳ
ಹೂಳುವುದು,ೂಳುವುದು
ಹಚ್ಚದಿರುವ,ಚ್ಚದಿರುವ
ಹಜಾಮ,ಜಾಮ
ಹುಣ್ಣಿವೆ,ುಣ್ಣಿವೆ
ಹುರುಳುಗೆಡು,ುರುಳುಗೆಡು
ಹೊತ್ತುಕಳೆತ,ೊತ್ತುಕಳೆತ
ಹರಿದ್ರೋಗ,,ರಿದ್ರೋಗ,
ಹನ್ದಿತುಪ್ಪಗಳು,ನ್ದಿತುಪ್ಪಗಳು
ಹೀರಿಕೊಳ್ಳುವಿಕೆ,ೀರಿಕೊಳ್ಳುವಿಕೆ
ಹೊಗೆಕೊಳವೆ,ೊಗೆಕೊಳವೆ
ಹೊನ್ತಗಳು,ೊನ್ತಗಳು
ಹರಿಸ್ರಿಙ್ಗಿ,ರಿಸ್ರಿಙ್ಗಿ
ಹಂತಿ,ಂತಿ
ಹೊರದೂಡವಿಕೆ,ೊರದೂಡವಿಕೆ
ಹೈಡ್ರೊಜೋವಗಳಲ್ಲಿ,ೈಡ್ರೊಜೋವಗಳಲ್ಲಿ
ಹರಿದುಹೋದವನು,ರಿದುಹೋದವನು
ಹೆಣೆದುಕೊಳ್ಳು,ೆಣೆದುಕೊಳ್ಳು
ಹೃದಯಾಗಾತ,ೃದಯಾಗಾತ
ಹಚ್ಚಡ,ಚ್ಚಡ
ಹೆಂಡ್‌,ೆಂಡ್‌
ಹಾಲ್ತೊರೆಗಳು,ಾಲ್ತೊರೆಗಳು
ಹುಟ್ಟುಗೆಗಳು,ುಟ್ಟುಗೆಗಳು
ಹೆಗಲುಕೊಡು,ೆಗಲುಕೊಡು
ಹಲ್ಲದಿರುಕಣಗಂಟು,ಲ್ಲದಿರುಕಣಗಂಟು
ಹನುಮರು,ನುಮರು
ಹೆರಿಗೆದಾಯಿ,ೆರಿಗೆದಾಯಿ
ಹೆಣ್ಣುಮಕ್ಕಳುಗಳು,ೆಣ್ಣುಮಕ್ಕಳುಗಳು
ಹಳದಿಯಾದ,ಳದಿಯಾದ
ಹುಣಿಸೆಗಿಡಗಳು,ುಣಿಸೆಗಿಡಗಳು
ಹೊರಕ್ಕೆಸೆ,ೊರಕ್ಕೆಸೆ
ಹೆಂಡದಂಗಡಿ,ೆಂಡದಂಗಡಿ
ಹೊರದೇಶಗಳು,ೊರದೇಶಗಳು
ಹಾಡುಗಾರಿಕೆ,ಾಡುಗಾರಿಕೆ
ಹೂಗಳನ್ನು,ೂಗಳನ್ನು
ಹುಲಗಿಲು,ುಲಗಿಲು
ಹರನವಾಹನ,ರನವಾಹನ
ಹುರುಳಿಕಾಯಿ,ುರುಳಿಕಾಯಿ
ಹತಾಶವಾದ,ತಾಶವಾದ
ಹರಿದ್ವರ್ಣದ,ರಿದ್ವರ್ಣದ
ಹಿಂದಿರುಗಿಲ್ಲ,ಿಂದಿರುಗಿಲ್ಲ
ಹಮ್ಮಿಕೊಂಡು,ಮ್ಮಿಕೊಂಡು
ಹೆಣ್ಮರುಳ,ೆಣ್ಮರುಳ
ಹಿನ್ದಿದ್ದನ್ತೆ,ಿನ್ದಿದ್ದನ್ತೆ
ಹಗಲಿನ,ಗಲಿನ
ಹಳ್ಳಿಯಲ್ಲಿ...ಸಾಮಾನು,ಳ್ಳಿಯಲ್ಲಿ...ಸಾಮಾನು
ಹಂದಿಕೊಬ್ಬು,ಂದಿಕೊಬ್ಬು
ಹಿಡಗಳು,ಿಡಗಳು
ಹತ್ತರನ್ತೆ,ತ್ತರನ್ತೆ
ಹಿಡುಕು,ಿಡುಕು
ಹೂಸುಕ,ೂಸುಕ
ಹಿಂಸಾಪ್ರವೃತ್ತಿ,ಿಂಸಾಪ್ರವೃತ್ತಿ
ಹಾಯಿದೋಣಿಗಳು,ಾಯಿದೋಣಿಗಳು
ಹೆಚ್ಚಾದುದುಗಳು,ೆಚ್ಚಾದುದುಗಳು
ಹಕ್ಕುಗಳು,ಕ್ಕುಗಳು
ಹತ್ತಿಗರು,ತ್ತಿಗರು
ಹೊರಬೀಸು,ೊರಬೀಸು
ಹವಿರ್ಭುಜರು,ವಿರ್ಭುಜರು
ಹಸಿದಡ್ಡರು,ಸಿದಡ್ಡರು
ಹೆಚ್ಚಳಿಸು,ೆಚ್ಚಳಿಸು
ಹಕ್ಕಿಯಂತಹ,ಕ್ಕಿಯಂತಹ
ಹಸಿಮಜ್ಜಿಗೆ,ಸಿಮಜ್ಜಿಗೆ
ಹರುಕ,ರುಕ
ಹಿಂಕಲಿಕೆ,ಿಂಕಲಿಕೆ
ಹಸುಳೆ,ಸುಳೆ
ಹೊಮ್ಮೀನುಗಳು,ೊಮ್ಮೀನುಗಳು
ಹೊಂದಿರದ,ೊಂದಿರದ
ಹೋಗಬೇಕು,ೋಗಬೇಕು
ಹೇಮಾಕ್ಷಗಳು,ೇಮಾಕ್ಷಗಳು
ಹಾಲಿನಙ್ಗಡಿಗಳು,ಾಲಿನಙ್ಗಡಿಗಳು
ಹೆಗ್ಗಾರ,ೆಗ್ಗಾರ
ಹಗೆತನ,ಗೆತನ
ಹಿಮ್ಬೊತ್ತು,ಿಮ್ಬೊತ್ತು
ಹೊಡೆತದ,ೊಡೆತದ
ಹುಲ್ಲುಮೈದಾನಗಳು,ುಲ್ಲುಮೈದಾನಗಳು
ಹಣ,ಸಮಯ,ಣ,ಸಮಯ
ಹೊಗಳುವಿಕೆಗಳು,ೊಗಳುವಿಕೆಗಳು
ಹುಳಿಬಾಳೆ,ುಳಿಬಾಳೆ
ಹಿಮರಕುಲಗಳು,ಿಮರಕುಲಗಳು
ಹಿಂಜಾವ,ಿಂಜಾವ
ಹೆಮ್ಮಗ್ಗಾರೆ,ೆಮ್ಮಗ್ಗಾರೆ
ಹೇರೀಚಲು,ೇರೀಚಲು
ಹುರುಕಲು,ುರುಕಲು
ಹೃದಯಸ್ತರು,ೃದಯಸ್ತರು
ಹೆಪ್ಪನ್ನು,ೆಪ್ಪನ್ನು
ಹಿಂಡನ್ನು,ಿಂಡನ್ನು
ಹಾತೊರೆಯುವ,ಾತೊರೆಯುವ
ಹೊಟ್ಟೆಹಿಂದಣ,ೊಟ್ಟೆಹಿಂದಣ
ಹೂಟಿಗಳು,ೂಟಿಗಳು
ಹಾರೆಗೆ,ಾರೆಗೆ
ಹಾಸುಮರ,ಾಸುಮರ
ಹೈರಾಣಗಳು,ೈರಾಣಗಳು
ಹೆಗಲ,ೆಗಲ
ಹಡವಳತಿ,ಡವಳತಿ
ಹಿಮೋಪಳ,ಿಮೋಪಳ
ಹುಡುಕುನೀರ್ಗಳು,ುಡುಕುನೀರ್ಗಳು
ಹುದಿಲುಗಳು,ುದಿಲುಗಳು
ಹಣವಿದೆ,ಣವಿದೆ
ಹೂಮಳೆ,ೂಮಳೆ
ಹದಮಿಶ್ರಣ,ದಮಿಶ್ರಣ
ಹೊರಗುಮಾಡುವುದು,ೊರಗುಮಾಡುವುದು
ಹಂಬಲಿಗರು,ಂಬಲಿಗರು
ಹೆಬ್ಬಾಗಿಲು,,ೆಬ್ಬಾಗಿಲು,
ಹಸಾದ,ಸಾದ
ಹೆಸರುವಾಸಿಯಾದವರು,ೆಸರುವಾಸಿಯಾದವರು
ಹೊಣೆಯನ್ನು,ೊಣೆಯನ್ನು
ಹೂವುತನ,ೂವುತನ
ಹತ್ಯಾದೋಷಗಳು,ತ್ಯಾದೋಷಗಳು
ಹಣೆಯ,ಣೆಯ
ಹಿಡಿದವ,ಿಡಿದವ
ಹಮ್ಮಿಣಿ,ಮ್ಮಿಣಿ
ಹೊಗೆದುದು,ೊಗೆದುದು
ಹದಕ್ಕೆ,ದಕ್ಕೆ
ಹಡಿಹಾಱ,ಡಿಹಾಱ
ಹೆಡಿಗೆಗಳು,ೆಡಿಗೆಗಳು
ಹೊಳೆವು,ೊಳೆವು
ಹಾಳಿ,ಾಳಿ
ಹುಳಿಮೊಸರು,ುಳಿಮೊಸರು
ಹೊರಟು,ೊರಟು
ಹಿಮದಿಂದ,ಿಮದಿಂದ
ಹಸನ್ಮುಖತೆ,ಸನ್ಮುಖತೆ
ಹೊಣೆಯಾಗು,ೊಣೆಯಾಗು
ಹೋಟೆಲುಗಳಲ್ಲಿ,ೋಟೆಲುಗಳಲ್ಲಿ
ಹರಿವುಗಳು,ರಿವುಗಳು
ಹವಳ,ವಳ
ಹೊಯ್ಲಿಡು,ೊಯ್ಲಿಡು
ಹೊಲಬ,ೊಲಬ
ಹಿಡಿವಡೆ,ಿಡಿವಡೆ
ಹರಣ,ರಣ
ಹೊನ್ದಿಸುವುದು,ೊನ್ದಿಸುವುದು
ಹೊಗಳುಹಾಡುಗಳು,ೊಗಳುಹಾಡುಗಳು
ಹರಡಿತು,,ರಡಿತು,
ಹರಿಸಖರು,ರಿಸಖರು
ಹಾಸ್ಯಮಾಡು,ಾಸ್ಯಮಾಡು
ಹೊರೆಗಳನ್ನು,ೊರೆಗಳನ್ನು
ಹುಲುಗಿಚ್ಚುಗಳು,ುಲುಗಿಚ್ಚುಗಳು
ಹೊಟ್ಟೆಯುಳ್ಳವ,ೊಟ್ಟೆಯುಳ್ಳವ
ಹೊರಭಾಗದಲ್ಲಿ,ೊರಭಾಗದಲ್ಲಿ
ಹಾಲಿಕರು,ಾಲಿಕರು
ಹೊಳ್ಳೆ,ೊಳ್ಳೆ
ಹೆರಳೆಕಾಯಿಗಳು,ೆರಳೆಕಾಯಿಗಳು
ಹುರುಳುಗೊಳ್ಳು,ುರುಳುಗೊಳ್ಳು
ಹೋಳಹಿನಲಿ,ೋಳಹಿನಲಿ
ಹೇವಗಳು,ೇವಗಳು
ಹಿನ್ದುಮುನ್ದಾಗಿ,ಿನ್ದುಮುನ್ದಾಗಿ
ಹೊಸಬಾಳು,ೊಸಬಾಳು
ಹೆಣ್ಡ,ೆಣ್ಡ
ಹಬ್ಬುವಿಕೆ,ಬ್ಬುವಿಕೆ
ಹೆಸರಿಟ್ಟು,ೆಸರಿಟ್ಟು
ಹಳುವ,ಳುವ
ಹುಟ್ಟುವಿಕೆಗಳು,ುಟ್ಟುವಿಕೆಗಳು
ಹುಳಿಹತ್ತಿ,ುಳಿಹತ್ತಿ
ಹಾಳಾಗಿಹೋಗು,ಾಳಾಗಿಹೋಗು
ಹಸ್ತಕೌಶಲದ,ಸ್ತಕೌಶಲದ
ಹಾವಸಿ,ಾವಸಿ
ಹೇಮಗಣ್ಣರು,ೇಮಗಣ್ಣರು
ಹೊಯ್ದಾಡುವಿಕೆ,ೊಯ್ದಾಡುವಿಕೆ
ಹಿರಿಯಾಸೆ,ಿರಿಯಾಸೆ
ಹೆರಿಯಲು,ೆರಿಯಲು
ಹೊದ್ದವ,ೊದ್ದವ
ಹೊನ್ದಿಕೆಯಾಗಿರುವುದು,ೊನ್ದಿಕೆಯಾಗಿರುವುದು
ಹಂಸೆಗಳು,ಂಸೆಗಳು
ಹಳೆಮರ,ಳೆಮರ
ಹೆಂದಗತ್ತಲೆ,ೆಂದಗತ್ತಲೆ
ಹಿಡಿಕುಣ್ಟೆಗಳು,ಿಡಿಕುಣ್ಟೆಗಳು
ಹಸಿವಿನಿನ್ದ,ಸಿವಿನಿನ್ದ
ಹಲಹೆಣ್ಡಿರಿರುವಿಕೆ,ಲಹೆಣ್ಡಿರಿರುವಿಕೆ
ಹೆಬ್ಬಲೆಯ,ೆಬ್ಬಲೆಯ
ಹೊಯಿಲ,ೊಯಿಲ
ಹುಲಿಮೊಗ,ುಲಿಮೊಗ
ಹಸ್ತಿದಂತ,ಸ್ತಿದಂತ
ಹೆಂಪು,ೆಂಪು
ಹೊನ್ದಿಗೆ,ೊನ್ದಿಗೆ
ಹಸಿರುಪಟ್ಟಿಗಳು,ಸಿರುಪಟ್ಟಿಗಳು
ಹೊಂಗಲ್ಲು,ೊಂಗಲ್ಲು
ಹರಿದು,ರಿದು
ಹೆಚ್ಚಿಸಲು,,ೆಚ್ಚಿಸಲು,
ಹೊನ್ದಿಮಲಗು,ೊನ್ದಿಮಲಗು
ಹಾರದನ್ತೆ,ಾರದನ್ತೆ
ಹುದುವಾಳ್,ುದುವಾಳ್
ಹಾವುಗೋಲು,ಾವುಗೋಲು
ಹೆಡಕಟ್ಟು,ೆಡಕಟ್ಟು
ಹಿಟ್ಟುಬಳಪ,ಿಟ್ಟುಬಳಪ
ಹಿಡಿದುಕೊಳ್ಳಬೇಕಾದ,ಿಡಿದುಕೊಳ್ಳಬೇಕಾದ
ಹತೋಟಿಯಲ್ಲಿಟ್ಟುಕೊಳ್ಳಲಾಗದ,ತೋಟಿಯಲ್ಲಿಟ್ಟುಕೊಳ್ಳಲಾಗದ
ಹುವ್ವು,ುವ್ವು
ಹೊಡಕೆಹುಲ್ಲು,ೊಡಕೆಹುಲ್ಲು
ಹಣ್ಣುಗಳೊಂದಿಗೆ,ಣ್ಣುಗಳೊಂದಿಗೆ
ಹೊಱಹಚ್ಚ,ೊಱಹಚ್ಚ
ಹೆಪ್ಪುಹಾಕು,ೆಪ್ಪುಹಾಕು
