ಪಾಶವೀಕೃತ್ಯ,ಾಶವೀಕೃತ್ಯ
ಪಾಣ್ಡವರಲ್ಲಿ,ಾಣ್ಡವರಲ್ಲಿ
ಪ್ರಕಾರಗಳಲ್ಲಿ,್ರಕಾರಗಳಲ್ಲಿ
ಪಕ್ಕದಲ್ಲಿ,ಕ್ಕದಲ್ಲಿ
ಪಾಲುಪೇಟೆ,ಾಲುಪೇಟೆ
ಪೊರಳ್,ೊರಳ್
ಪಿರಿದುಂ,ಿರಿದುಂ
ಪರವಶಗೊಳಿಸುವ,ರವಶಗೊಳಿಸುವ
ಪುಸಿ,ುಸಿ
ಪೇೞ್ಕೆ,ೇೞ್ಕೆ
ಪಾರಣ,ಾರಣ
ಪೂರ್ಣಾದಿವೇಶನ,ೂರ್ಣಾದಿವೇಶನ
ಪೇಱೊರ್ಪೆ,ೇಱೊರ್ಪೆ
ಪ್ರಾರಂಭವಾಗು,್ರಾರಂಭವಾಗು
ಪ್ರಜ್ಞಾವಂತ,್ರಜ್ಞಾವಂತ
ಪ್ರವ್ಢವಲ್ಲದ,್ರವ್ಢವಲ್ಲದ
ಪುನರ್ವಶ,ುನರ್ವಶ
ಪರ್ಯಷ್ಟಿ,ರ್ಯಷ್ಟಿ
ಪುನರ್ನಿರ್ಮಾಣ,ುನರ್ನಿರ್ಮಾಣ
ಪಲಂಕಷ,ಲಂಕಷ
ಪರಿಮಳ,,ರಿಮಳ,
ಪೋಷಕಾಹಾರ,ೋಷಕಾಹಾರ
ಪುಣ್ಯಮೆ,ುಣ್ಯಮೆ
ಪದಬ್ರಷ್ಟಗೊಳಿಸು,ದಬ್ರಷ್ಟಗೊಳಿಸು
ಪುಡಿಮಣ್ಣು,ುಡಿಮಣ್ಣು
ಪತ್ರಗಳು,ತ್ರಗಳು
ಪಿಂದುಳಿ,ಿಂದುಳಿ
ಪೊಳಲು,ೊಳಲು
ಪೆದ್ದನಾಗಿ,ೆದ್ದನಾಗಿ
ಪಕ್ಷೀನ್ದ್ರವಾಹನಗಳು,ಕ್ಷೀನ್ದ್ರವಾಹನಗಳು
ಪರ್ಚುಕೊಳ್ಳು,ರ್ಚುಕೊಳ್ಳು
ಪರಿದಾನ,ರಿದಾನ
ಪ್ರೀತಿಪೂರ್ವಕವಾದ,್ರೀತಿಪೂರ್ವಕವಾದ
ಪೌಂಡು,ೌಂಡು
ಪ್ರಮಾಣಮಾನ,್ರಮಾಣಮಾನ
ಪೆಟ್ಟಾಗಿಸಿಕ,ೆಟ್ಟಾಗಿಸಿಕ
ಪ್ರಜ್ಞೆಯಿರದ,್ರಜ್ಞೆಯಿರದ
ಪರಮೆವಸುಳೆ,ರಮೆವಸುಳೆ
ಪಾರ್ಥಸುತ,ಾರ್ಥಸುತ
ಪಾರುಮಾಡುವವನು,ಾರುಮಾಡುವವನು
ಪುಟಿಯುವಿಕೆ,ುಟಿಯುವಿಕೆ
ಪಲಗಳು,ಲಗಳು
ಪಯೋಜಸಮ್ಬವ,ಯೋಜಸಮ್ಬವ
ಪಣ್ಣೆ,ಣ್ಣೆ
ಪುರೋಬಿವೃದ್ದಿ,ುರೋಬಿವೃದ್ದಿ
ಪದರಾ,ದರಾ
ಪುಡಿಮಾಡುವುದು,ುಡಿಮಾಡುವುದು
ಪಲ್ಲಾಡಿಯಮ್,ಲ್ಲಾಡಿಯಮ್
ಪಾರ್ತಸುತ,ಾರ್ತಸುತ
ಪ್ರತಿಜ್ಞೆಗಳು,್ರತಿಜ್ಞೆಗಳು
ಪೇಂಕುಳಿಗಳು,ೇಂಕುಳಿಗಳು
ಪ್ರವಾಸದಲ್ಲಿನ,್ರವಾಸದಲ್ಲಿನ
ಪಾಕಶಾಸನಿ,ಾಕಶಾಸನಿ
ಪುಷ್ಕಳತೆ,ುಷ್ಕಳತೆ
ಪೌಲೋಮಿ,ೌಲೋಮಿ
ಪರಿಹಾಸ್ಯ,ರಿಹಾಸ್ಯ
ಪೊದಕುಳಿ,ೊದಕುಳಿ
ಪಾಳಯದಲ್ಲಿರುವ,ಾಳಯದಲ್ಲಿರುವ
ಪನ್ನೇರಿಳೆ,ನ್ನೇರಿಳೆ
ಪವಿತ್ರವೆಂದು,ವಿತ್ರವೆಂದು
ಪಾಲೀ,ಾಲೀ
ಪೃಥುಕ,ೃಥುಕ
ಪಡೆದುಕೊಳ್ಳಬಹುದಾದ,ಡೆದುಕೊಳ್ಳಬಹುದಾದ
ಪರಿಶುದ್ಧನಾದವನು,ರಿಶುದ್ಧನಾದವನು
ಪರಿವರ್ತಿತ,ರಿವರ್ತಿತ
ಪ್ರತ್ಯರ್ತಿ,್ರತ್ಯರ್ತಿ
ಪಾರ್ಶ್ವಿಕಾನೌಕಾಭ,ಾರ್ಶ್ವಿಕಾನೌಕಾಭ
ಪವ್ಣ್ಡ್ರಕವಾಸುದೇವ,ವ್ಣ್ಡ್ರಕವಾಸುದೇವ
ಪ್ರಾಪ್ತಿಯಾಗಿ,,್ರಾಪ್ತಿಯಾಗಿ,
ಪಾದತಲ,ಾದತಲ
ಪೆಣಲ್,ೆಣಲ್
ಪುಣುಗು,ುಣುಗು
ಪಂಚಪ್ರಾಣರು,ಂಚಪ್ರಾಣರು
ಪಳೆಗೆರ್ಪು,ಳೆಗೆರ್ಪು
ಪ್ರಬಾವಗಳು,್ರಬಾವಗಳು
ಪಂಜಾಬಿಗಳು,ಂಜಾಬಿಗಳು
ಪ್ರತ್ಯಯಾಂಶಗಳನ್ನು,್ರತ್ಯಯಾಂಶಗಳನ್ನು
ಪೂಶರ,ೂಶರ
ಪವಣಂಬಟ್ಟೆ,ವಣಂಬಟ್ಟೆ
ಪಾಪಕರ್ಮ,ಾಪಕರ್ಮ
ಪಾಲುಗೊಡು,ಾಲುಗೊಡು
ಪ್ರಶಂಸಾರ್ಹವಾದ,್ರಶಂಸಾರ್ಹವಾದ
ಪೂಜ್ಯ,ೂಜ್ಯ
ಪೊಳ್ಳಿಲ್ಲದೆ,ೊಳ್ಳಿಲ್ಲದೆ
ಪ್ರಗುಣ,್ರಗುಣ
ಪದ್ಮಬವತಾತ,ದ್ಮಬವತಾತ
ಪೌಣ್ಡಿ,ೌಣ್ಡಿ
ಪಂದ್ಯವನ್ನು,ಂದ್ಯವನ್ನು
ಪೆಳ್ಪಳಿಸು,ೆಳ್ಪಳಿಸು
ಪಸಿವೆ,ಸಿವೆ
ಪಾಱುಗೆಯ್ತು,ಾಱುಗೆಯ್ತು
ಪ್ರಚಾರಮಾಡು,್ರಚಾರಮಾಡು
ಪುನಶ್ಚೇತನಹೊಂದು,ುನಶ್ಚೇತನಹೊಂದು
ಪೂರ್ವಸಿದ್ದಾಂತ,ೂರ್ವಸಿದ್ದಾಂತ
ಪ್ರಸಿದ್ದಿಗೊಳಿಸು,್ರಸಿದ್ದಿಗೊಳಿಸು
ಪ್ರಾರಮ್ಭಿಕ,್ರಾರಮ್ಭಿಕ
ಪೊಂಬಾಗಿಲುಗಳು,ೊಂಬಾಗಿಲುಗಳು
ಪುಡಿಮಾಡು,ುಡಿಮಾಡು
ಪೀಡಿಸುವ,ೀಡಿಸುವ
ಪರಿಹರಿಸಬೇಕಾದ,ರಿಹರಿಸಬೇಕಾದ
ಪಣುಙ್ಕು,ಣುಙ್ಕು
ಪ್ರಯೋಗದಿಂದ,್ರಯೋಗದಿಂದ
ಪೌರೋಹಿತ್ಯದ,ೌರೋಹಿತ್ಯದ
ಪದಾರ್ಥಗಳಿಂದಾದ,ದಾರ್ಥಗಳಿಂದಾದ
ಪರಮ್ಪರಾಪ್ರಾಪ್ತವಾದ,ರಮ್ಪರಾಪ್ರಾಪ್ತವಾದ
ಪುಡಿಗಯ್,ುಡಿಗಯ್
ಪ್ರಶ್ನ,್ರಶ್ನ
ಪುಣ್ಯದಿನಗಳು,ುಣ್ಯದಿನಗಳು
ಪಡಿವರಿಜು,ಡಿವರಿಜು
ಪ್ರೊಬೇಷನ್ನಿನಲ್ಲಿ,್ರೊಬೇಷನ್ನಿನಲ್ಲಿ
ಪಂಚಕಲ್ಯಾಣವಾದ,ಂಚಕಲ್ಯಾಣವಾದ
ಪಿಂಡಲು,ಿಂಡಲು
ಪಾರಂ,ಾರಂ
ಪೊಸದು,ೊಸದು
ಪ್ರಜಾಪತಿಯ,್ರಜಾಪತಿಯ
ಪೂರಯಿಕೆ,ೂರಯಿಕೆ
ಪರ್ಯಾಲೋಚನೆಗಾಗಿ,ರ್ಯಾಲೋಚನೆಗಾಗಿ
ಪನ್ನವಳ,ನ್ನವಳ
ಪಂಚಕಾಶಿ,ಂಚಕಾಶಿ
ಪಟುಪರ್ಣೀ,ಟುಪರ್ಣೀ
ಪ್ರಭೇದಕ್ಕೆ,್ರಭೇದಕ್ಕೆ
ಪೊಳಪು,ೊಳಪು
ಪೆಟ್ಲುಪ್ಪು,ೆಟ್ಲುಪ್ಪು
ಪಙ್ಕಜವೈರಿ,ಙ್ಕಜವೈರಿ
ಪ್ರಕಾಣ್ಡ,್ರಕಾಣ್ಡ
ಪಿತ್ತಿಲ್,ಿತ್ತಿಲ್
ಪ್ರತಿಬಂಧಿಸು,್ರತಿಬಂಧಿಸು
ಪ್ರಸವಿಸು,್ರಸವಿಸು
ಪಶ್ಚಾದರಿವು,ಶ್ಚಾದರಿವು
ಪೂರಕವಾದ,ೂರಕವಾದ
ಪುನರ್ವಿನ್ಯಾಸಗಳು,ುನರ್ವಿನ್ಯಾಸಗಳು
ಪೊಡೆಚಂಡು,ೊಡೆಚಂಡು
ಪೂರ್ವದ,ೂರ್ವದ
ಪದ್ಮನಾಭ,ದ್ಮನಾಭ
ಪೌಣ್ಡ್ರಕಗಳು,ೌಣ್ಡ್ರಕಗಳು
ಪರಂತು,ರಂತು
ಪಞ್ಚರು,ಞ್ಚರು
ಪ್ರಣತಪಾಲಕ,್ರಣತಪಾಲಕ
ಪೊರವಾರುಗಳು,ೊರವಾರುಗಳು
ಪ್ಪ,್ಪ
ಪಿಪ್ಪಿಲ,ಿಪ್ಪಿಲ
ಪೂರ್ವಕತೆ,ೂರ್ವಕತೆ
ಪೊಲಮ್ಬುಗಿಡಿಸು,ೊಲಮ್ಬುಗಿಡಿಸು
ಪ್ರಬುತ್ವವಿರುವವನು,್ರಬುತ್ವವಿರುವವನು
ಪೇಚುಗಳು,ೇಚುಗಳು
ಪೋಷಣೆಗಾಗಿ,ೋಷಣೆಗಾಗಿ
ಪೋರ್,ೋರ್
ಪಲ್ವು,ಲ್ವು
ಪಿತ್ತಕೋಶಮು,ಿತ್ತಕೋಶಮು
ಪೊಲಂಗೊಳ್,ೊಲಂಗೊಳ್
ಪುಷ್ಪಾಲಂಕೃತ,ುಷ್ಪಾಲಂಕೃತ
ಪ್ರಖ್ಯಾತಿಹೊಂದಿದ,್ರಖ್ಯಾತಿಹೊಂದಿದ
ಪದಿನೇಳ್,ದಿನೇಳ್
ಪ್ರಾಸಂಗಿಕ,್ರಾಸಂಗಿಕ
ಪಾಶದರ,ಾಶದರ
ಪ್ರಾಂತಗಳು,್ರಾಂತಗಳು
ಪರೀಕ್ಷಾತಂತ್ರ,ರೀಕ್ಷಾತಂತ್ರ
ಪ್ರಣಾಮ,್ರಣಾಮ
ಪಂಚಪಾಂಡವ,ಂಚಪಾಂಡವ
ಪೊರೆ,ೊರೆ
ಪೊಡೆಮಡಿಸು,ೊಡೆಮಡಿಸು
ಪಾವಡೆ,ಾವಡೆ
ಪ್ರಯಾಣಮಾರ್ಗಗಳು,್ರಯಾಣಮಾರ್ಗಗಳು
ಪಂದಳಿರ್,ಂದಳಿರ್
ಪ್ರಕ್ಯಾತನಾದವನು,್ರಕ್ಯಾತನಾದವನು
ಪಿಸುಮಾತಿನ,ಿಸುಮಾತಿನ
ಪಲಪ್ರದವಾಗಿರುವಿಕೆ,ಲಪ್ರದವಾಗಿರುವಿಕೆ
ಪುನರ್ವಿಂಗಡಿಸು,ುನರ್ವಿಂಗಡಿಸು
ಪುಟ್ಟಚೀಲ,ುಟ್ಟಚೀಲ
ಪಯ್ಣ,ಯ್ಣ
ಪಲಗ್ಡೆ,ಲಗ್ಡೆ
ಪುತ್ತ,ುತ್ತ
ಪದುಳಂ,ದುಳಂ
ಪಲವಗಲು,ಲವಗಲು
ಪಟಲಿಕೆ,ಟಲಿಕೆ
ಪುರಪ್ರಮುಖ,ುರಪ್ರಮುಖ
ಪೂರ್ವಸಿದ್ಧತೆ,ೂರ್ವಸಿದ್ಧತೆ
ಪಿಸ್ಟನ್,ಿಸ್ಟನ್
ಪ್ರಯೋಗ,,್ರಯೋಗ,
ಪತ್ನಿ,ತ್ನಿ
ಪಞ್ಚಯ್ವರು,ಞ್ಚಯ್ವರು
ಪ್ರಹಸನ,್ರಹಸನ
ಪದರಙ್ಗ,ದರಙ್ಗ
ಪಯೋನಿಧಿಗಳು,ಯೋನಿಧಿಗಳು
ಪರ್ಜನಿ,ರ್ಜನಿ
ಪ್ರಾರಂಬವಾಗು,್ರಾರಂಬವಾಗು
ಪಟ್ಟಿಯ,ಟ್ಟಿಯ
ಪಾಕಶಾಲೆಗಳು,ಾಕಶಾಲೆಗಳು
ಪ್ರಮಾಣಕೋರು,್ರಮಾಣಕೋರು
ಪರ್ವತಗಳ,ರ್ವತಗಳ
ಪ್ರವರ್ತನೆಯಾಗು,್ರವರ್ತನೆಯಾಗು
ಪರಾಧೀನನಾದ,ರಾಧೀನನಾದ
ಪರಿಯಾಣ,ರಿಯಾಣ
ಪಣ್ಡಿಕೆ,ಣ್ಡಿಕೆ
ಪಿಞ್ಚಣಿ,ಿಞ್ಚಣಿ
ಪೇಚಾಡುವಂತೆ,ೇಚಾಡುವಂತೆ
ಪಿಚ್ಛೆಲ,ಿಚ್ಛೆಲ
ಪಾಟ,ಾಟ
ಪಶುಪತಿದನುಬಞ್ಜನ,ಶುಪತಿದನುಬಞ್ಜನ
ಪೂರ್ವದಿಕ್ಕಿನಲ್ಲಿರುವ,ೂರ್ವದಿಕ್ಕಿನಲ್ಲಿರುವ
ಪೆರ್ಬಿದಿರ್,ೆರ್ಬಿದಿರ್
ಪೊರೆದೋರು,ೊರೆದೋರು
ಪೇಸಿಗೆಗಳು,ೇಸಿಗೆಗಳು
ಪಡಪೋಸಿಗಳು,ಡಪೋಸಿಗಳು
ಪುರುಷುಡು,ುರುಷುಡು
ಪ್ರಾಯಿಕ,್ರಾಯಿಕ
ಪಾನೆ,ಾನೆ
ಪ್ರಬಾಮಂಡಲಗಳು,್ರಬಾಮಂಡಲಗಳು
ಪ್ರವಾಹ,್ರವಾಹ
ಪಗಡೆಯಹಾಸು,ಗಡೆಯಹಾಸು
ಪ್ರೌಢೆ,್ರೌಢೆ
ಪಡೆತಗಳು,ಡೆತಗಳು
ಪ್ರಾಚೀನರ,್ರಾಚೀನರ
ಪಾರ್ಮರ,ಾರ್ಮರ
ಪ್ರಶ್ನಿಸಲಾಗದ,್ರಶ್ನಿಸಲಾಗದ
ಪ್ರಾರಂಬಿಸುವ,್ರಾರಂಬಿಸುವ
ಪರಿವಿಸ್ತರ,ರಿವಿಸ್ತರ
ಪರಿಣಾಮಕಾರಿ,ರಿಣಾಮಕಾರಿ
ಪಾಂಡಿಚೆರಿ,ಾಂಡಿಚೆರಿ
ಪುನರ್ವಸತಿಗೊಳಿಸು,ುನರ್ವಸತಿಗೊಳಿಸು
ಪ್ರಜ್ಞೆಯವನು,್ರಜ್ಞೆಯವನು
ಪುನರುಚ್ಚರಿಸುವಂತೆ,ುನರುಚ್ಚರಿಸುವಂತೆ
ಪ್ರತ್ಯವಾಯ,್ರತ್ಯವಾಯ
ಪುಟ್ಟೆ,ುಟ್ಟೆ
ಪೊಗಳ್,ೊಗಳ್
ಪರೀಕ್ಷಾ,ರೀಕ್ಷಾ
ಪುಣುಬು,ುಣುಬು
ಪರಿಗಣಿಸಿ.,ರಿಗಣಿಸಿ.
ಪ್ರತಿಬಂಧಿಸಲಾಗದ,್ರತಿಬಂಧಿಸಲಾಗದ
ಪಾನೀಯಜಾಮ್ಬಕ,ಾನೀಯಜಾಮ್ಬಕ
ಪೇಣಗಳು,ೇಣಗಳು
ಪದಯುಗಗಳು,ದಯುಗಗಳು
ಪುತ್ತಿಗೆ,ುತ್ತಿಗೆ
ಪೊಱಪೊಚ್ಚ,ೊಱಪೊಚ್ಚ
ಪದಪುಞ್ಜಗಳು,ದಪುಞ್ಜಗಳು
ಪಿಂದುಗಳೆ,ಿಂದುಗಳೆ
ಪ್ರತಿರೋದಗಳು,್ರತಿರೋದಗಳು
ಪರಿಚಯದವರು,ರಿಚಯದವರು
ಪೀಕಲಾಟ,ೀಕಲಾಟ
ಪಾಪವೆಮ್ಬ,ಾಪವೆಮ್ಬ
ಪ್ರವರ್ದಕ,್ರವರ್ದಕ
ಪ್ರತ್ಯುತ್ಪನ್ನಮತಿಯಾದ,್ರತ್ಯುತ್ಪನ್ನಮತಿಯಾದ
ಪದನಖಗಳು,ದನಖಗಳು
ಪದಿನಱುವರು,ದಿನಱುವರು
ಪಳಗಿದಕಯ್,ಳಗಿದಕಯ್
ಪೆಮ್ಮರ,ೆಮ್ಮರ
ಪನ್ದ್ಯ,ನ್ದ್ಯ
ಪೊಣೆಯಾಗು,ೊಣೆಯಾಗು
ಪಚಾರ,ಚಾರ
ಪೂಜಾಕ್ರಮ,ೂಜಾಕ್ರಮ
ಪೋರ್ಟ್ಯುಗೀಸ್,ೋರ್ಟ್ಯುಗೀಸ್
ಪಕ್ಕಾ,ಕ್ಕಾ
ಪರಿತ್ಯಾಗ,ರಿತ್ಯಾಗ
ಪ್ರವೇಶವಿಲ್ಲದ,್ರವೇಶವಿಲ್ಲದ
ಪ್ರತಿಕೂಲ,್ರತಿಕೂಲ
ಪಾರ್ಶ್ವವಾಯುವಿನ,ಾರ್ಶ್ವವಾಯುವಿನ
ಪ್ರಜಾತಂತ್ರಗಳು,್ರಜಾತಂತ್ರಗಳು
ಪದವಾಗುವ,ದವಾಗುವ
ಪ್ರಮಿತ,್ರಮಿತ
ಪೊರೆ,,ೊರೆ,
ಪಯೋದದಿ,ಯೋದದಿ
ಪೆಣಗು,ೆಣಗು
ಪೋರೆ,ೋರೆ
ಪದಾರ್ತ,ದಾರ್ತ
ಪಞ್ಚಭೂತಾತ್ಮಕವಾದ,ಞ್ಚಭೂತಾತ್ಮಕವಾದ
ಪ್ರೋಟೀನು,್ರೋಟೀನು
ಪಡಿದೊತ್ತು,ಡಿದೊತ್ತು
ಪರಬಕ್ಷಕ,ರಬಕ್ಷಕ
ಪುನಃಸ್ಥಾಪಿಸು,ುನಃಸ್ಥಾಪಿಸು
ಪದಧೂತ,ದಧೂತ
ಪೀತವಾಸ,ೀತವಾಸ
ಪಲ್ಗುನ,ಲ್ಗುನ
ಪ್ರತಿಭೆಯ,್ರತಿಭೆಯ
ಪ್ರಚಲಿತ,್ರಚಲಿತ
ಪಱುಗೋಲು,ಱುಗೋಲು
ಪೊಡೆಮಡು,ೊಡೆಮಡು
ಪೊಸಪೊಗರು,ೊಸಪೊಗರು
ಪಾನಕ,ಾನಕ
ಪ್ರಾಣದೇವ,್ರಾಣದೇವ
ಪಾಣ್ಡಿತ್ಯಪೂರ್ಣವಾದ,ಾಣ್ಡಿತ್ಯಪೂರ್ಣವಾದ
ಪ್ರತಿಬೆಯ,್ರತಿಬೆಯ
ಪಕ್ಷಿಗಳ,ಕ್ಷಿಗಳ
ಪಯೋಜಸಮ್ಭವಗಳು,ಯೋಜಸಮ್ಭವಗಳು
ಪುರಿಜಗನ್ನಾಥ,ುರಿಜಗನ್ನಾಥ
ಪಂಚಭಕ್ಷ್ಯ,ಂಚಭಕ್ಷ್ಯ
ಪೂರ್ಣತಾಕಾಂಕ್ಷಿ,ೂರ್ಣತಾಕಾಂಕ್ಷಿ
ಪ್ರಕೃತಿಯನ್ನು,್ರಕೃತಿಯನ್ನು
ಪಞ್ಚರಙ್ಗಿಗಳು,ಞ್ಚರಙ್ಗಿಗಳು
ಪೊರೆನೆತ್ತರ,ೊರೆನೆತ್ತರ
ಪ್ರಪ್ರಥಮ,್ರಪ್ರಥಮ
ಪುಲುದೇಗುಲ,ುಲುದೇಗುಲ
ಪಿಮ್ಮುಖ,ಿಮ್ಮುಖ
ಪಾರ್ಲಿಮೆಂಟ್,ಾರ್ಲಿಮೆಂಟ್
ಪೌರಸಂಸ್ಥೆಗಳು,ೌರಸಂಸ್ಥೆಗಳು
ಪತ್ತೆದಾರ,ತ್ತೆದಾರ
ಪಿಡಿತರ್,ಿಡಿತರ್
ಪ್ರಕಾರದ,್ರಕಾರದ
ಪರಬೊಮ್ಮ,ರಬೊಮ್ಮ
ಪ್ರಸಿದ್ದಜಾರ,್ರಸಿದ್ದಜಾರ
ಪಾವುದೊಡವು,ಾವುದೊಡವು
ಪ್ರತಿಜ್ಞಾಪತ್ರ,್ರತಿಜ್ಞಾಪತ್ರ
ಪೊಂಗಾಲಿ,ೊಂಗಾಲಿ
ಪಂಚವಿಂಶಾಕ್ಯ,ಂಚವಿಂಶಾಕ್ಯ
ಪಾರ್ತಸಕ,ಾರ್ತಸಕ
ಪ್ರಯೋಜನಗಳೇನು,್ರಯೋಜನಗಳೇನು
ಪಾಣತಣ್ಡ,ಾಣತಣ್ಡ
ಪಿತೃಋಣ,ಿತೃಋಣ
ಪಾರಾದ,ಾರಾದ
ಪೂರ್ಜರೀ,ೂರ್ಜರೀ
ಪೆರ್ಬೊನಲು,ೆರ್ಬೊನಲು
ಪಶುಪತಿಧನುಭಞ್ಜನ,ಶುಪತಿಧನುಭಞ್ಜನ
ಪೂರ್ವಜನ್ಮದ್,ೂರ್ವಜನ್ಮದ್
ಪ್ರಜ್ಞ,್ರಜ್ಞ
ಪೋಷಣೆ,ೋಷಣೆ
ಪೋರ್ಕುಳಿಗಳು,ೋರ್ಕುಳಿಗಳು
ಪಿಂಡಕ,ಿಂಡಕ
ಪಂಚ,ಂಚ
ಪ್ರಶಂಸಿಸು,್ರಶಂಸಿಸು
ಪ್ರತಿಕೂಲವಾಗಿ,್ರತಿಕೂಲವಾಗಿ
ಪಳ್ಕೆವೆಟ್ಟ,ಳ್ಕೆವೆಟ್ಟ
ಪಂಚಪರಣಗಳು,ಂಚಪರಣಗಳು
ಪಿರಿಯಯ್ಯ,ಿರಿಯಯ್ಯ
ಪೋಡಿಗಳು,ೋಡಿಗಳು
ಪಾಕಕರ್ಮ,ಾಕಕರ್ಮ
ಪೂಜಿಸಿಕೊಣ್ಡವನು,ೂಜಿಸಿಕೊಣ್ಡವನು
ಪಟ್ಟಿಯಲ್ಲಿ,ಟ್ಟಿಯಲ್ಲಿ
ಪರದೆಯಲ್ಲಿರು,ರದೆಯಲ್ಲಿರು
ಪ್ರವಾಹಪೀಡಿತ,್ರವಾಹಪೀಡಿತ
ಪರೀಕ್ಷಾರ್ತಿಯಾಗಿರುವಿಕೆ,ರೀಕ್ಷಾರ್ತಿಯಾಗಿರುವಿಕೆ
ಪ್ರತಿಪಕ್ಷ,್ರತಿಪಕ್ಷ
ಪಡುವಲು,ಡುವಲು
ಪ್ರತಿಬಿಮ್ಬ,್ರತಿಬಿಮ್ಬ
ಪುರಂದ್ರಿ,ುರಂದ್ರಿ
ಪರಿಹರಿಸಲು,ರಿಹರಿಸಲು
ಪದ್ಮನಾಬ,ದ್ಮನಾಬ
ಪಾಡ್ದನ,ಾಡ್ದನ
ಪ್ರಲೋಭನೆ,್ರಲೋಭನೆ
ಪ್ರಗ್ರಹ,್ರಗ್ರಹ
ಪೆಡೆದಲಿ,ೆಡೆದಲಿ
ಪೀಚಾಗಿರುವ,ೀಚಾಗಿರುವ
ಪ್ರವಾಲ,್ರವಾಲ
ಪಾಲ್ದೊರೆ,ಾಲ್ದೊರೆ
ಪುಲ್ಪೊದರು,ುಲ್ಪೊದರು
ಪ್ರಸ್ಥ,್ರಸ್ಥ
ಪ್ರತ್ಯೆಕಿಸಲಾಯಿತು,್ರತ್ಯೆಕಿಸಲಾಯಿತು
ಪಟ್ಟಣವದರ,ಟ್ಟಣವದರ
ಪುೞಿಲ್,ುೞಿಲ್
ಪಾದಾಂಬೋಜ,ಾದಾಂಬೋಜ
ಪೊಸನ್ತಿಲು,ೊಸನ್ತಿಲು
ಪ್ರತಿಕ್ಷಣ,್ರತಿಕ್ಷಣ
ಪ್ರಾರಮ್ಭದಿನ್ದ,್ರಾರಮ್ಭದಿನ್ದ
ಪ್ರತಿವಯ್ರ,್ರತಿವಯ್ರ
ಪದಾಕ್ರಾನ್ತ,ದಾಕ್ರಾನ್ತ
ಪೊನ್ನಗಂಟಿ,ೊನ್ನಗಂಟಿ
ಪುಷ್ಕಳವಾದ,ುಷ್ಕಳವಾದ
ಪೋಲು,ೋಲು
ಪದರವು,ದರವು
ಪದಗಳು===,ದಗಳು===
ಪ್ರಥೆ,್ರಥೆ
ಪಶ್ಚಿಮಾಮ್ಬುಧಿತಡಿ,ಶ್ಚಿಮಾಮ್ಬುಧಿತಡಿ
ಪ್ರತಿಭಟನ,್ರತಿಭಟನ
ಪುದುಙ್ಗು,ುದುಙ್ಗು
ಪ್ರಜಾಸಯ್ನ್ಯ,್ರಜಾಸಯ್ನ್ಯ
ಪರಿಕಾರ,ರಿಕಾರ
ಪೊರಮದಿಲ್,ೊರಮದಿಲ್
ಪ್ರಾಣರಕ್ಷಣೆಗಾಗಿ,್ರಾಣರಕ್ಷಣೆಗಾಗಿ
ಪೋಷಕಗಳು,ೋಷಕಗಳು
ಪಞ್ಚಸೂನಶರ,ಞ್ಚಸೂನಶರ
ಪೂರ್ವಭಾಗ,ೂರ್ವಭಾಗ
ಪ್ರಲೋಭನೆಗೆ,್ರಲೋಭನೆಗೆ
ಪರ್ಗಣ,ರ್ಗಣ
ಪಿಂದಿರಿಸು,ಿಂದಿರಿಸು
ಪರಮಸುಕ,ರಮಸುಕ
ಪ್ರತಿಭೆಯಿಂದ,್ರತಿಭೆಯಿಂದ
ಪ್ರೇಯಸಿಯಂತೆ,್ರೇಯಸಿಯಂತೆ
ಪ್ರತಿಭಾನ,್ರತಿಭಾನ
ಪಂಚಯಜ್ಞಗಳು,ಂಚಯಜ್ಞಗಳು
ಪೊರಿಗೆ,ೊರಿಗೆ
ಪುಣ್ಣಮೆ,ುಣ್ಣಮೆ
ಪ್ರಕ್ಷೋಭ,್ರಕ್ಷೋಭ
ಪೇರಡ್ಡಗಳು,ೇರಡ್ಡಗಳು
ಪತಿತಪಾವನ,ತಿತಪಾವನ
ಪದಕೋಶ,ದಕೋಶ
ಪೊಂಬೆಸರ್,ೊಂಬೆಸರ್
ಪುಷ್ಯ,ುಷ್ಯ
ಪೇರೊನಕೆ,ೇರೊನಕೆ
ಪರಂಪರೆಯಿಂದ,ರಂಪರೆಯಿಂದ
ಪಿಂದುಗೊಳ್,ಿಂದುಗೊಳ್
ಪೀನುಗ,ೀನುಗ
ಪಿನ್ತೆ,ಿನ್ತೆ
ಪ್ರಸ್ತಾವಿಸಲು,್ರಸ್ತಾವಿಸಲು
ಪ್ರತಿಷ್ಠಾ,್ರತಿಷ್ಠಾ
ಪಟ್ಟಿಯಾಕಾರ,ಟ್ಟಿಯಾಕಾರ
ಪೇತಗಳು,ೇತಗಳು
ಪಡುದೆಙ್ಕಣ,ಡುದೆಙ್ಕಣ
ಪಕ್ಕವನ್ನು,ಕ್ಕವನ್ನು
ಪ್ರಸಿದ್ದವ್ಯಕ್ತಿ,್ರಸಿದ್ದವ್ಯಕ್ತಿ
ಪುಳ್ಳಂಪುರುಚಿ,ುಳ್ಳಂಪುರುಚಿ
ಪೊದ,ೊದ
ಪ್ರಯಾಸಕರವಾಗಿರುವುದು,್ರಯಾಸಕರವಾಗಿರುವುದು
